Date;Number 1;Number 2;Number 3;Number 4;Number 5;Number 6
11/02/1995;1;17;27;32;33;37
08/02/1995;4;7;29;31;32;37
04/02/1995;6;10;17;22;26;35
01/02/1995;11;13;20;25;34;35
28/01/1995;1;11;13;22;34;38
25/01/1995;2;5;8;39;40;41
21/01/1995;14;23;25;29;36;42
18/01/1995;6;14;15;17;18;31
14/01/1995;10;25;32;33;36;41
11/01/1995;5;6;11;22;24;28
07/01/1995;4;5;10;12;29;37
04/01/1995;8;12;14;25;30;35
31/12/1994;4;16;18;21;23;27
28/12/1994;3;5;20;27;29;35
24/12/1994;18;20;25;31;34;37
21/12/1994;2;3;14;28;33;34
17/12/1994;14;17;30;34;36;37
14/12/1994;5;23;24;25;27;32
10/12/1994;9;17;26;27;28;29
07/12/1994;2;8;14;19;25;41
03/12/1994;7;12;18;35;37;39
30/11/1994;3;9;14;28;41;42
26/11/1994;8;10;20;22;28;36
23/11/1994;5;7;9;33;40;42
19/11/1994;6;13;18;21;33;41
16/11/1994;6;10;14;16;20;36
12/11/1994;7;11;13;14;30;36
09/11/1994;2;12;14;15;18;36
05/11/1994;8;11;13;18;27;41
02/11/1994;2;8;21;31;32;35
29/10/1994;6;7;13;14;25;42
26/10/1994;1;5;7;9;24;29
22/10/1994;9;12;14;18;20;23
19/10/1994;3;4;12;14;25;40
15/10/1994;4;12;15;38;41;42
12/10/1994;6;19;20;24;25;29
08/10/1994;1;5;17;18;22;39
05/10/1994;3;6;16;27;32;40
01/10/1994;1;2;17;18;34;42
28/09/1994;3;5;22;26;29;38
24/09/1994;1;18;33;34;37;39
21/09/1994;4;7;9;13;14;37
17/09/1994;6;10;20;24;29;32
14/09/1994;9;12;28;29;37;40
10/09/1994;11;12;16;26;33;36
07/09/1994;19;27;30;37;38;39
03/09/1994;13;16;19;28;30;34
31/08/1994;5;19;24;27;33;37
27/08/1994;1;6;10;22;23;32
24/08/1994;11;14;17;25;35;38
20/08/1994;5;6;24;30;38;42
17/08/1994;16;22;32;34;35;38
13/08/1994;8;10;14;17;27;36
10/08/1994;4;8;13;22;25;37
06/08/1994;3;4;14;17;27;40
03/08/1994;1;26;36;39;41;42
30/07/1994;2;11;16;23;28;33
27/07/1994;9;16;30;34;36;38
23/07/1994;14;16;30;31;38;40
20/07/1994;1;7;15;27;37;42
16/07/1994;3;8;10;14;25;41
13/07/1994;4;13;20;22;26;27
09/07/1994;9;11;13;15;21;30
06/07/1994;8;10;21;31;39;42
02/07/1994;1;6;9;19;34;36
29/06/1994;10;12;18;20;38;40
25/06/1994;13;16;19;21;31;38
22/06/1994;2;8;19;20;36;37
18/06/1994;6;10;14;15;17;22
15/06/1994;7;10;18;25;27;31
11/06/1994;5;7;23;31;37;38
08/06/1994;1;14;19;35;40;41
04/06/1994;1;2;5;12;18;42
01/06/1994;3;27;28;34;38;41
28/05/1994;2;9;11;23;37;40
25/05/1994;2;9;20;33;38;41
21/05/1994;8;10;11;15;30;35
18/05/1994;4;7;15;18;34;39
14/05/1994;2;11;15;19;25;33
11/05/1994;1;11;15;23;27;36
07/05/1994;2;5;9;10;15;22
04/05/1994;5;14;22;29;32;42
30/04/1994;1;7;19;20;28;42
27/04/1994;2;6;7;25;31;33
23/04/1994;9;26;29;32;39;42
20/04/1994;10;14;17;26;28;40
16/04/1994;1;2;10;15;17;31
13/04/1994;10;13;24;27;31;37
09/04/1994;3;10;15;23;27;34
06/04/1994;2;3;20;27;40;42
02/04/1994;5;13;15;18;22;37
30/03/1994;1;2;3;9;21;24
26/03/1994;8;14;16;20;30;32
23/03/1994;7;18;21;28;33;39
19/03/1994;6;9;11;14;33;35
16/03/1994;6;8;20;21;29;38
12/03/1994;6;13;22;27;36;37
09/03/1994;8;10;18;27;30;32
05/03/1994;7;11;28;29;31;42
02/03/1994;4;16;20;27;33;37
26/02/1994;9;10;12;16;20;38
23/02/1994;3;10;15;22;23;30
19/02/1994;1;11;15;22;33;34
16/02/1994;4;6;13;29;33;38
12/02/1994;9;11;24;26;34;42
09/02/1994;5;12;24;28;37;39
05/02/1994;15;22;23;24;27;32
02/02/1994;5;7;20;21;28;38
29/01/1994;3;6;8;26;31;36
26/01/1994;5;15;20;25;32;34
22/01/1994;13;19;23;40;41;42
19/01/1994;4;6;11;12;29;37
15/01/1994;8;15;23;25;30;33
12/01/1994;1;9;19;21;29;39
08/01/1994;13;16;17;28;29;38
05/01/1994;11;17;21;24;27;42
01/01/1994;6;8;11;24;37;42
29/12/1993;6;9;11;17;28;39
25/12/1993;9;12;15;17;26;30
22/12/1993;4;9;13;19;34;37
18/12/1993;1;2;11;17;24;29
15/12/1993;1;4;9;19;21;31
11/12/1993;16;21;24;27;35;38
08/12/1993;12;16;18;24;30;31
04/12/1993;3;8;23;29;35;37
01/12/1993;6;10;13;15;18;39
27/11/1993;2;9;14;16;23;41
24/11/1993;7;9;16;28;32;34
20/11/1993;5;8;11;20;22;28
17/11/1993;4;7;23;24;25;39
13/11/1993;6;7;15;16;23;37
10/11/1993;4;5;11;13;19;28
06/11/1993;9;10;21;29;38;42
03/11/1993;1;2;23;25;36;42
30/10/1993;1;20;21;30;39;40
27/10/1993;2;6;8;13;21;34
23/10/1993;4;8;16;28;38;39
20/10/1993;2;4;11;25;36;40
16/10/1993;8;14;15;19;21;40
13/10/1993;2;9;10;11;31;41
09/10/1993;5;17;24;29;35;41
06/10/1993;7;17;21;29;33;37
02/10/1993;2;4;22;24;26;30
25/09/1993;1;6;7;27;36;37
18/09/1993;1;6;20;22;25;39
11/09/1993;14;22;31;33;38;40
04/09/1993;2;3;8;9;24;41
28/08/1993;5;18;23;36;37;40
21/08/1993;2;14;21;24;26;34
14/08/1993;6;14;19;24;25;32
07/08/1993;6;11;16;20;28;37
31/07/1993;19;20;23;25;31;34
24/07/1993;6;19;28;30;33;34
17/07/1993;12;13;20;21;28;34
10/07/1993;2;11;13;23;34;40
03/07/1993;2;18;25;33;37;41
26/06/1993;14;18;19;20;22;23
19/06/1993;4;17;20;28;38;42
12/06/1993;3;9;10;15;30;31
05/06/1993;5;9;11;22;38;41
29/05/1993;2;10;17;21;41;42
22/05/1993;1;15;23;25;28;39
15/05/1993;4;8;15;20;28;38
08/05/1993;2;3;10;34;38;42
01/05/1993;4;10;14;17;28;32
24/04/1993;2;9;15;17;30;32
17/04/1993;9;15;26;32;36;41
10/04/1993;7;11;12;30;40;42
03/04/1993;4;6;27;30;31;35
27/03/1993;9;14;15;16;27;33
20/03/1993;3;13;17;21;28;34
13/03/1993;3;7;10;13;28;34
06/03/1993;4;7;30;32;34;41
27/02/1993;2;7;15;29;32;39
20/02/1993;5;22;24;32;34;38
13/02/1993;7;14;30;34;36;38
06/02/1993;11;18;20;32;37;39
30/01/1993;3;7;15;21;26;34
23/01/1993;1;7;19;24;28;42
16/01/1993;3;11;17;19;20;42
09/01/1993;2;7;9;29;31;34
02/01/1993;6;13;19;23;26;42
26/12/1992;7;10;12;15;17;38
19/12/1992;2;7;13;17;32;41
12/12/1992;7;17;28;34;35;39
05/12/1992;7;14;15;16;17;35
28/11/1992;11;13;25;28;34;37
21/11/1992;10;11;17;23;35;39
14/11/1992;8;16;17;27;29;34
07/11/1992;6;15;29;30;32;41
31/10/1992;11;20;22;24;32;39
24/10/1992;1;19;25;32;39;41
17/10/1992;3;18;24;31;38;40
10/10/1992;1;4;14;25;28;37
03/10/1992;1;8;12;24;28;41
26/09/1992;7;15;25;27;33;38
19/09/1992;3;5;8;16;29;32
12/09/1992;17;21;25;27;30;36
05/09/1992;4;22;24;30;37;41
29/08/1992;11;12;23;28;31;42
22/08/1992;4;5;6;8;9;30
15/08/1992;3;10;16;18;29;36
08/08/1992;5;16;20;22;35;36
01/08/1992;1;11;14;22;34;37
25/07/1992;1;3;9;19;29;35
18/07/1992;10;18;19;22;24;42
11/07/1992;8;10;15;35;36;39
04/07/1992;2;24;27;28;29;38
27/06/1992;4;22;26;27;28;33
20/06/1992;14;16;19;20;24;33
13/06/1992;5;17;19;24;33;36
06/06/1992;6;12;17;25;30;35
30/05/1992;2;5;7;17;23;30
23/05/1992;1;5;21;29;30;42
16/05/1992;17;22;23;30;34;38
09/05/1992;9;12;31;32;34;37
02/05/1992;1;4;8;21;26;42
25/04/1992;5;11;18;24;30;40
18/04/1992;9;13;16;21;22;41
11/04/1992;12;17;19;27;34;35
04/04/1992;7;11;30;35;36;42
28/03/1992;1;18;20;32;33;37
21/03/1992;2;4;13;25;26;30
14/03/1992;3;7;23;25;38;39
07/03/1992;7;14;18;22;32;34
29/02/1992;3;21;24;27;29;40
22/02/1992;4;17;35;37;40;42
15/02/1992;1;27;31;33;35;41
08/02/1992;14;17;26;32;34;39
01/02/1992;5;12;14;18;30;42
25/01/1992;12;16;28;34;36;42
18/01/1992;13;15;18;19;27;42
11/01/1992;9;22;24;35;38;42
04/01/1992;3;12;14;21;30;31
28/12/1991;4;10;18;19;31;41
21/12/1991;1;8;16;36;40;41
14/12/1991;1;7;10;13;17;34
07/12/1991;7;8;12;14;16;32
30/11/1991;1;7;21;32;34;35
23/11/1991;7;9;18;20;21;41
16/11/1991;4;8;13;14;29;30
09/11/1991;8;15;16;18;29;30
02/11/1991;3;17;25;27;31;39
26/10/1991;1;10;18;27;32;42
19/10/1991;3;6;12;22;38;42
12/10/1991;1;7;10;17;19;26
05/10/1991;1;3;9;19;24;36
28/09/1991;1;10;13;25;27;41
21/09/1991;4;8;12;23;32;39
14/09/1991;21;25;30;33;34;41
07/09/1991;3;6;10;12;37;40
31/08/1991;11;12;15;19;25;42
24/08/1991;1;4;10;20;23;38
17/08/1991;3;9;14;22;32;34
10/08/1991;4;15;18;23;31;40
03/08/1991;6;13;21;35;38;40
27/07/1991;7;8;22;29;33;38
20/07/1991;2;11;15;20;22;41
13/07/1991;3;12;19;22;24;30
06/07/1991;4;9;10;32;34;37
29/06/1991;9;19;21;28;39;40
22/06/1991;4;7;25;31;32;34
15/06/1991;1;9;10;20;33;34
08/06/1991;4;11;16;23;26;31
01/06/1991;3;5;11;27;32;35
25/05/1991;7;11;17;20;23;39
18/05/1991;1;7;19;26;31;36
11/05/1991;6;12;20;32;36;41
04/05/1991;2;3;13;17;31;40
27/04/1991;11;13;25;28;30;34
20/04/1991;16;17;24;37;38;41
13/04/1991;3;7;14;21;22;37
06/04/1991;2;4;10;27;32;40
30/03/1991;1;6;8;11;15;39
23/03/1991;6;10;17;35;36;41
16/03/1991;18;21;22;23;37;41
09/03/1991;1;5;10;14;25;32
02/03/1991;4;9;14;28;36;41
23/02/1991;4;17;32;35;38;40
16/02/1991;3;5;11;21;36;37
09/02/1991;2;4;14;23;30;36
02/02/1991;4;7;10;23;31;40
26/01/1991;7;19;28;34;40;41
19/01/1991;2;6;9;13;16;22
12/01/1991;9;20;23;31;32;41
05/01/1991;10;17;26;32;34;41
29/12/1990;4;16;22;30;36;42
22/12/1990;2;6;24;34;38;40
15/12/1990;8;20;24;25;37;38
08/12/1990;14;17;25;26;28;30
01/12/1990;17;19;25;34;38;40
24/11/1990;13;16;29;33;36;39
17/11/1990;1;10;14;22;28;31
10/11/1990;8;13;26;31;40;42
03/11/1990;3;19;20;27;30;32
27/10/1990;1;7;13;14;34;40
20/10/1990;6;31;32;34;35;39
13/10/1990;11;16;29;32;41;42
06/10/1990;3;11;13;17;18;31
29/09/1990;2;12;13;18;23;33
22/09/1990;3;4;7;13;26;42
15/09/1990;1;10;24;31;41;42
08/09/1990;6;25;28;36;37;38
01/09/1990;6;9;10;23;28;38
25/08/1990;1;4;6;7;34;35
18/08/1990;2;16;25;28;29;40
11/08/1990;10;18;20;32;33;40
04/08/1990;1;2;15;30;32;37
28/07/1990;4;9;22;23;25;26
21/07/1990;2;6;11;13;22;40
14/07/1990;3;4;6;13;23;39
07/07/1990;9;24;31;33;37;40
30/06/1990;8;15;21;25;29;31
23/06/1990;9;13;20;25;28;37
16/06/1990;4;6;12;22;27;31
09/06/1990;7;11;12;13;33;41
02/06/1990;1;7;9;11;14;39
26/05/1990;4;9;12;26;28;36
19/05/1990;8;16;32;37;38;39
12/05/1990;2;3;18;23;28;35
05/05/1990;14;16;24;34;37;42
28/04/1990;4;12;13;14;27;39
21/04/1990;5;9;11;26;33;36
14/04/1990;6;13;15;17;22;27
07/04/1990;17;24;25;32;37;38
31/03/1990;4;5;7;11;29;31
24/03/1990;6;7;11;18;21;34
17/03/1990;16;25;32;34;40;42
10/03/1990;11;23;35;37;40;42
03/03/1990;5;14;16;21;31;38
24/02/1990;2;4;13;15;17;18
17/02/1990;6;7;12;24;28;35
10/02/1990;6;8;12;32;35;39
03/02/1990;13;15;16;21;28;37
27/01/1990;1;13;14;17;20;25
20/01/1990;5;6;15;19;32;35
13/01/1990;7;12;16;22;27;38
06/01/1990;1;7;18;37;40;42
30/12/1989;4;22;23;27;31;39
23/12/1989;1;11;23;30;32;39
16/12/1989;2;7;12;19;24;28
09/12/1989;4;16;20;24;25;35
02/12/1989;2;13;16;23;33;37
25/11/1989;3;4;22;30;34;38
18/11/1989;6;10;12;30;35;40
11/11/1989;13;17;23;31;33;39
04/11/1989;1;6;14;30;35;36
28/10/1989;1;2;7;16;30;39
21/10/1989;2;14;15;21;30;42
14/10/1989;4;13;17;21;28;34
07/10/1989;4;15;16;17;28;35
30/09/1989;2;5;13;24;28;29
23/09/1989;2;6;7;12;26;35
16/09/1989;5;7;16;22;28;40
09/09/1989;4;17;18;19;22;28
02/09/1989;10;30;38;39;40;42
26/08/1989;2;16;28;31;35;39
19/08/1989;2;12;23;27;28;30
12/08/1989;4;6;15;25;29;36
05/08/1989;3;14;19;29;32;40
29/07/1989;3;13;17;18;25;27
22/07/1989;1;4;6;9;11;33
15/07/1989;1;4;16;18;33;38
08/07/1989;1;21;24;25;28;29
01/07/1989;3;4;21;23;34;39
24/06/1989;1;15;24;28;31;33
17/06/1989;4;13;19;22;24;33
10/06/1989;4;6;7;9;22;28
03/06/1989;5;15;16;28;30;40
27/05/1989;3;12;15;26;33;37
20/05/1989;1;7;14;20;31;39
13/05/1989;1;2;5;19;24;30
06/05/1989;7;9;11;15;21;32
29/04/1989;2;9;13;15;28;30
22/04/1989;3;5;9;16;34;38
15/04/1989;7;10;13;14;25;30
08/04/1989;3;19;30;33;35;40
01/04/1989;4;8;13;22;25;38
25/03/1989;1;2;5;10;14;31
18/03/1989;2;5;13;24;28;32
11/03/1989;5;22;25;29;31;33
04/03/1989;4;29;31;32;37;41
25/02/1989;3;4;13;31;36;41
18/02/1989;15;17;29;33;38;39
11/02/1989;16;19;21;34;38;40
04/02/1989;2;11;22;32;37;41
28/01/1989;6;7;10;13;18;29
21/01/1989;1;21;24;27;31;40
14/01/1989;8;17;19;29;31;38
07/01/1989;6;17;19;32;33;39
31/12/1988;3;13;25;28;35;36
24/12/1988;1;6;13;15;24;31
17/12/1988;8;14;18;30;39;42
10/12/1988;3;4;17;19;25;31
03/12/1988;2;9;13;16;32;42
26/11/1988;3;14;17;20;24;32
19/11/1988;2;4;17;20;35;42
12/11/1988;5;18;27;32;33;39
05/11/1988;1;4;16;32;34;36
29/10/1988;9;24;25;27;31;36
22/10/1988;6;7;9;13;14;35
15/10/1988;4;7;13;20;22;25
08/10/1988;2;4;12;24;31;37
01/10/1988;5;16;17;20;22;36
24/09/1988;3;6;9;19;22;27
17/09/1988;12;17;19;22;24;30
10/09/1988;17;18;19;36;37;42
03/09/1988;1;6;20;22;34;36
27/08/1988;7;15;29;33;35;41
20/08/1988;4;5;7;19;21;37
13/08/1988;4;19;20;21;23;32
06/08/1988;2;8;11;14;24;30
30/07/1988;4;15;25;26;35;38
23/07/1988;6;11;18;22;29;31
16/07/1988;8;15;31;34;38;40
09/07/1988;10;12;17;19;36;41
02/07/1988;2;3;5;20;30;37
25/06/1988;13;14;21;33;34;40
18/06/1988;2;4;27;28;30;41
11/06/1988;9;12;13;16;19;22
04/06/1988;7;11;26;31;33;42
28/05/1988;10;28;37;38;39;41
21/05/1988;1;8;10;24;31;35
14/05/1988;4;8;14;16;21;25
07/05/1988;2;10;23;32;33;38
30/04/1988;11;23;25;34;35;42
23/04/1988;7;14;23;35;38;41
16/04/1988;5;15;19;24;25;30
09/04/1988;12;18;22;27;33;34
02/04/1988;9;10;12;17;19;41
26/03/1988;7;11;22;33;40;42
19/03/1988;1;4;14;21;27;31
12/03/1988;6;7;11;12;17;28
05/03/1988;7;9;14;15;21;40
27/02/1988;1;9;13;34;39;40
20/02/1988;3;4;6;9;29;33
13/02/1988;5;13;17;25;31;38
06/02/1988;15;16;17;27;31;37
30/01/1988;2;4;27;34;35;41
23/01/1988;2;10;13;19;26;41
16/01/1988;2;5;21;23;27;36
09/01/1988;10;19;20;30;37;42
02/01/1988;16;18;28;35;36;37
26/12/1987;5;17;19;26;30;39
19/12/1987;7;8;16;24;33;37
12/12/1987;7;9;10;13;22;38
05/12/1987;3;7;20;35;37;41
28/11/1987;10;22;28;29;32;38
21/11/1987;1;4;17;21;29;32
14/11/1987;9;11;14;22;23;38
07/11/1987;11;24;25;29;34;39
31/10/1987;10;14;17;25;34;36
24/10/1987;14;19;24;27;34;40
17/10/1987;3;10;27;29;31;41
10/10/1987;1;10;18;28;34;41
03/10/1987;1;4;8;17;37;40
26/09/1987;4;7;9;17;29;36
19/09/1987;8;14;22;32;36;38
12/09/1987;10;11;15;22;25;39
05/09/1987;5;11;12;13;25;37
29/08/1987;1;12;16;24;25;34
22/08/1987;5;6;10;19;21;32
15/08/1987;16;17;29;30;33;41
08/08/1987;3;4;14;24;25;35
01/08/1987;1;4;22;23;27;39
25/07/1987;5;14;17;30;33;34
18/07/1987;4;11;13;16;19;22
11/07/1987;1;23;29;30;31;35
04/07/1987;3;8;14;26;29;42
27/06/1987;4;23;26;39;40;42
20/06/1987;9;16;20;29;33;41
13/06/1987;12;15;17;21;25;27
06/06/1987;5;14;33;34;35;41
30/05/1987;6;21;35;38;40;42
23/05/1987;4;11;17;18;35;36
16/05/1987;7;22;31;34;36;41
09/05/1987;5;11;22;24;30;38
02/05/1987;2;22;24;26;27;35
25/04/1987;8;13;16;24;29;38
18/04/1987;2;7;11;15;27;42
11/04/1987;3;8;31;33;35;38
04/04/1987;5;7;13;27;37;40
28/03/1987;10;11;17;25;29;30
21/03/1987;13;14;25;26;34;36
14/03/1987;10;25;27;28;38;39
07/03/1987;2;11;17;22;28;29
28/02/1987;2;7;10;28;36;38
21/02/1987;6;16;18;26;35;41
14/02/1987;3;8;12;17;19;40
07/02/1987;3;4;6;8;13;27
31/01/1987;13;24;26;32;34;36
24/01/1987;2;5;12;15;24;42
17/01/1987;10;11;13;24;27;30
10/01/1987;1;4;25;30;31;42
03/01/1987;1;12;14;29;33;40
27/12/1986;2;10;20;25;31;42
20/12/1986;2;20;25;29;40;41
13/12/1986;10;21;26;27;31;41
06/12/1986;12;18;21;27;33;42
29/11/1986;7;13;15;37;39;41
22/11/1986;2;7;15;19;24;40
15/11/1986;5;9;14;27;31;34
08/11/1986;1;21;22;33;35;37
01/11/1986;8;12;16;17;19;34
25/10/1986;1;7;9;13;16;22
18/10/1986;15;32;34;35;41;42
11/10/1986;7;11;16;33;35;40
04/10/1986;8;10;19;26;38;39
27/09/1986;7;8;14;18;29;38
20/09/1986;9;10;19;33;39;40
13/09/1986;1;6;7;16;24;30
06/09/1986;2;6;9;17;24;36
30/08/1986;12;20;22;24;32;38
23/08/1986;6;19;21;31;36;39
16/08/1986;10;16;19;33;41;42
09/08/1986;5;13;18;22;24;30
02/08/1986;8;21;22;31;36;42
26/07/1986;2;10;16;20;29;41
19/07/1986;3;6;8;11;31;40
12/07/1986;3;10;21;26;27;28
05/07/1986;2;19;22;26;33;37
28/06/1986;3;5;10;15;20;37
21/06/1986;6;14;19;23;39;40
14/06/1986;11;14;18;19;29;42
07/06/1986;1;11;14;28;41;42
31/05/1986;11;15;26;28;38;39
24/05/1986;12;15;18;21;31;42
17/05/1986;7;11;20;21;34;40
10/05/1986;2;7;10;12;21;35
03/05/1986;13;22;29;34;35;42
26/04/1986;10;14;15;16;22;36
19/04/1986;7;12;28;29;33;34
12/04/1986;5;9;11;18;24;30
05/04/1986;4;10;19;22;27;30
29/03/1986;3;15;17;27;31;32
22/03/1986;2;9;17;18;35;42
15/03/1986;5;6;12;14;21;33
08/03/1986;1;13;19;20;34;39
01/03/1986;14;20;24;33;39;40
22/02/1986;4;9;18;19;24;41
15/02/1986;11;21;23;25;27;37
08/02/1986;3;10;18;25;29;33
01/02/1986;6;9;21;23;32;38
25/01/1986;16;25;26;28;29;42
18/01/1986;12;20;25;26;27;36
11/01/1986;3;7;13;20;33;38
04/01/1986;9;10;13;22;25;26
28/12/1985;13;20;21;29;41;42
21/12/1985;1;9;12;20;38;42
14/12/1985;10;25;33;35;38;40
07/12/1985;1;22;25;31;41;42
30/11/1985;11;15;16;28;39;40
23/11/1985;4;12;24;28;36;42
16/11/1985;1;3;4;8;18;31
09/11/1985;3;11;14;21;28;35
02/11/1985;3;23;24;36;38;42
26/10/1985;2;14;18;24;29;38
19/10/1985;4;6;14;21;32;37
12/10/1985;6;8;10;27;31;42
05/10/1985;1;6;7;10;32;36
28/09/1985;7;9;13;15;28;38
21/09/1985;7;17;20;22;31;40
14/09/1985;2;6;8;12;30;42
07/09/1985;14;15;26;29;36;42
31/08/1985;1;14;27;33;34;35
24/08/1985;2;3;16;20;24;32
17/08/1985;4;7;22;24;25;28
10/08/1985;7;22;30;33;36;38
03/08/1985;1;10;15;33;35;38
27/07/1985;2;4;16;23;34;42
20/07/1985;1;4;17;21;33;40
13/07/1985;5;15;17;19;27;29
06/07/1985;5;9;14;31;33;41
29/06/1985;3;7;13;18;20;28
22/06/1985;9;11;22;23;24;41
15/06/1985;11;21;22;23;24;33
08/06/1985;4;13;15;22;24;25
01/06/1985;2;7;10;20;35;41
25/05/1985;11;15;17;26;35;40
18/05/1985;15;18;21;26;27;28
11/05/1985;7;18;20;21;22;35
04/05/1985;3;11;24;27;35;42
27/04/1985;1;31;32;34;38;40
20/04/1985;2;9;12;17;21;23
13/04/1985;1;10;26;28;33;39
06/04/1985;3;7;21;26;30;37
30/03/1985;3;29;35;38;39;40
23/03/1985;2;5;15;16;23;26
16/03/1985;1;3;8;12;18;36
09/03/1985;5;7;9;11;27;38
02/03/1985;10;19;24;28;36;41
23/02/1985;4;7;22;29;32;37
16/02/1985;5;11;32;33;38;40
09/02/1985;6;26;31;33;34;40
02/02/1985;1;2;8;36;40;41
26/01/1985;15;24;27;31;39;42
19/01/1985;4;20;25;29;32;39
12/01/1985;2;15;20;21;23;37
05/01/1985;2;11;13;33;35;38
29/12/1984;5;12;20;21;24;33
22/12/1984;18;20;29;32;35;41
15/12/1984;4;7;17;29;32;40
08/12/1984;3;14;16;17;20;38
01/12/1984;1;10;19;24;28;39
24/11/1984;12;15;22;24;30;42
17/11/1984;12;15;18;22;39;42
10/11/1984;7;12;18;32;34;38
03/11/1984;4;11;14;35;36;39
27/10/1984;11;12;14;21;32;36
20/10/1984;6;13;15;25;35;41
13/10/1984;7;10;13;18;24;27
06/10/1984;1;4;30;33;39;40
29/09/1984;6;19;21;33;35;36
22/09/1984;2;3;10;32;35;41
15/09/1984;2;10;28;32;36;41
08/09/1984;11;14;16;22;28;37
01/09/1984;5;7;9;17;21;31
25/08/1984;1;5;23;29;34;39
18/08/1984;18;22;24;25;36;38
11/08/1984;8;12;14;21;38;41
04/08/1984;13;19;20;28;34;39
28/07/1984;2;3;22;27;31;39
21/07/1984;3;10;13;15;26;33
14/07/1984;2;8;15;19;23;26
07/07/1984;4;8;27;28;30;36
30/06/1984;5;7;21;32;34;40
23/06/1984;3;9;16;23;25;42
16/06/1984;8;11;28;30;38;40
09/06/1984;6;11;17;38;40;42
02/06/1984;2;12;13;38;39;40
26/05/1984;11;13;18;20;33;35
19/05/1984;1;4;14;16;18;38
12/05/1984;3;4;10;29;33;42
05/05/1984;10;14;17;20;33;42
28/04/1984;7;8;10;20;22;36
21/04/1984;5;16;23;24;29;36
14/04/1984;4;9;12;13;28;36
07/04/1984;5;13;20;24;26;31
31/03/1984;3;14;20;25;28;39
24/03/1984;2;6;9;18;32;37
17/03/1984;1;7;8;10;35;39
10/03/1984;5;6;14;26;38;39
03/03/1984;3;9;13;28;30;34
25/02/1984;3;9;12;26;27;32
18/02/1984;18;25;29;32;35;42
11/02/1984;3;16;20;24;25;37
04/02/1984;15;17;21;26;27;40
28/01/1984;9;12;14;23;26;37
21/01/1984;5;11;21;30;34;36
14/01/1984;5;11;13;32;39;41
07/01/1984;5;13;24;27;31;41
31/12/1983;2;11;13;20;21;37
24/12/1983;3;18;25;38;39;41
17/12/1983;5;12;26;27;29;42
10/12/1983;12;20;24;26;36;39
03/12/1983;7;12;13;14;18;29
26/11/1983;3;16;36;37;40;41
19/11/1983;3;5;17;25;28;34
12/11/1983;4;8;19;25;26;28
05/11/1983;24;28;29;30;31;40
29/10/1983;6;13;16;29;40;42
22/10/1983;16;21;23;28;30;33
15/10/1983;5;9;17;18;26;33
08/10/1983;6;18;27;30;32;40
01/10/1983;8;10;17;20;39;41
24/09/1983;9;22;25;31;37;42
17/09/1983;2;3;4;6;10;23
10/09/1983;5;8;12;31;36;38
03/09/1983;13;15;16;32;35;40
27/08/1983;2;3;12;22;24;36
20/08/1983;7;10;12;16;31;36
13/08/1983;8;18;24;25;27;36
06/08/1983;10;15;25;30;32;34
30/07/1983;2;20;30;32;37;41
23/07/1983;12;14;15;17;18;29
16/07/1983;1;3;15;20;39;42
09/07/1983;16;19;26;27;28;35
02/07/1983;7;11;24;27;34;39
25/06/1983;1;3;13;19;37;40
18/06/1983;4;11;23;36;38;42
11/06/1983;15;24;25;26;30;36
04/06/1983;1;3;9;28;32;34
28/05/1983;9;18;20;23;25;29
21/05/1983;5;8;10;13;29;30
14/05/1983;1;2;13;28;31;33
07/05/1983;11;18;19;32;36;38
30/04/1983;2;4;8;17;31;41
23/04/1983;3;9;16;27;31;35
16/04/1983;4;5;11;25;28;29
09/04/1983;2;6;10;11;14;21
02/04/1983;7;17;24;26;28;36
26/03/1983;9;24;27;31;37;38
19/03/1983;9;14;16;18;23;24
12/03/1983;8;11;18;37;39;40
05/03/1983;8;20;29;35;37;40
26/02/1983;3;7;8;22;29;39
19/02/1983;9;20;28;36;37;38
12/02/1983;5;6;15;20;24;36
05/02/1983;2;7;8;24;30;33
29/01/1983;7;9;23;24;27;36
22/01/1983;2;3;10;29;35;37
15/01/1983;10;18;21;29;31;38
08/01/1983;15;18;19;21;25;34
01/01/1983;5;7;22;31;33;34
25/12/1982;3;5;7;8;16;20
18/12/1982;1;8;12;16;24;32
11/12/1982;8;9;19;23;29;39
04/12/1982;5;7;9;22;30;38
27/11/1982;8;15;19;22;23;31
20/11/1982;12;19;29;31;33;40
13/11/1982;8;19;21;28;38;40
06/11/1982;12;16;26;27;28;30
30/10/1982;3;6;11;22;32;36
23/10/1982;3;4;5;8;9;27
16/10/1982;20;23;24;26;27;34
09/10/1982;4;6;9;15;19;32
02/10/1982;7;9;12;23;31;39
25/09/1982;10;20;24;28;35;39
18/09/1982;3;9;13;16;22;40
11/09/1982;11;12;17;20;29;33
04/09/1982;9;14;23;26;32;36
28/08/1982;12;16;17;21;22;40
21/08/1982;1;4;14;28;34;35
14/08/1982;12;15;17;25;29;34
07/08/1982;9;25;29;31;34;38
31/07/1982;3;9;14;16;23;32
24/07/1982;1;9;17;19;32;39
17/07/1982;10;20;23;25;27;29
10/07/1982;2;7;15;18;25;31
03/07/1982;3;22;23;27;31;33
26/06/1982;1;5;11;17;18;31
19/06/1982;2;3;7;9;30;39
12/06/1982;6;7;17;22;24;33
05/06/1982;17;21;22;30;31;32
29/05/1982;5;8;14;20;22;27
